Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
348,Jesper Fast,32,CAR,RW,58,6,10,16,2,10,1.1,6,0,0,0,10,0,0,63,9.5,753,12:59,20,62,6,8,42.9,fastje01
349,A.J. Greer,27,CGY,LW,47,6,4,10,-9,33,0.5,5,1,0,0,4,0,0,47,12.8,411,8:44,17,87,3,3,50.0,greeraj01
350,Radko Gudas,33,ANA,D,56,6,9,15,14,105,4.1,6,0,0,0,8,0,1,80,7.5,1099,19:38,130,207,0,0,,gudasra01
351,Garnet Hathaway,32,PHI,RW,63,6,4,10,-7,84,0.2,5,0,1,0,2,0,2,75,8.0,744,11:49,51,235,16,6,72.7,hathaga01
352,Tanner Jeannot,26,TBL,F,42,6,6,12,-11,61,0.5,5,1,0,0,5,1,0,52,11.5,522,12:26,20,164,21,32,39.6,jeannta01
353,Kent Johnson,21,CBJ,C,42,6,10,16,-2,10,1.1,6,0,0,1,10,0,0,62,9.7,569,13:33,16,10,8,12,40.0,johnske01
354,Arthur Kaliyev,22,LAK,RW,44,6,8,14,0,14,1.1,3,3,0,0,7,1,0,94,6.4,561,12:45,12,28,0,1,0.0,kaliyar01
355,Parker Kelly,24,OTT,F,60,6,7,13,-5,16,0.4,4,0,2,0,6,0,1,63,9.5,668,11:08,49,135,8,24,25.0,kellypa01
356,Johnathan Kovacevic,26,MTL,D,51,6,3,9,9,38,2.7,6,0,0,0,3,0,0,36,16.7,844,16:33,69,57,0,0,,kovacjo01
357,Evgeny Kuznetsov,31,WSH,C,43,6,11,17,-11,24,0.6,6,0,0,1,7,4,0,69,8.7,808,18:47,12,10,246,297,45.3,kuzneev01
358,Patrik Laine,25,CBJ,RW,18,6,3,9,-10,6,0.6,5,1,0,0,2,1,0,41,14.6,274,15:13,14,5,30,49,38.0,lainepa01
359,Jeremy Lauzon,26,NSH,D,63,6,6,12,-2,86,2.4,6,0,0,0,6,0,0,77,7.8,1139,18:05,91,298,0,0,,lauzoje01
360,Curtis Lazar,28,NJD,C,57,6,13,19,9,37,1.6,5,0,1,2,13,0,0,64,9.4,725,12:43,48,150,147,134,52.3,lazarcu01
361,Jacob MacDonald,30,SJS,D,22,6,1,7,-10,21,0.9,3,3,0,0,0,1,0,34,17.6,264,12:01,12,37,0,3,0.0,macdoja02
362,Beck Malenstyn,25,WSH,LW,59,6,10,16,4,18,1.0,6,0,0,1,10,0,0,73,8.2,835,14:09,69,167,19,23,45.2,malenbe01
363,Josh Manson,32,COL,D,58,6,13,19,10,58,3.5,5,0,1,0,12,0,1,89,6.7,1024,17:40,86,169,0,1,0.0,mansojo01
364,Jack McBain,24,ARI,C,47,6,11,17,2,39,1.4,6,0,0,1,11,0,0,38,15.8,593,12:37,27,133,192,248,43.6,mcbaija03
365,Jake McCabe,30,TOR,D,55,6,16,22,10,38,4.0,5,1,0,1,14,1,1,57,10.5,1133,20:36,101,160,0,0,,mccabja01
366,Brandon Montour,29,FLA,D,47,6,19,25,2,30,4.4,5,1,0,3,6,13,0,120,5.0,1092,23:14,45,67,0,0,,montobr01
367,Tyler Motte,28,TBL,C,53,6,2,8,-4,26,0.2,4,0,2,2,2,0,0,66,9.1,660,12:28,30,82,68,66,50.7,mottety01
368,Darnell Nurse,28,EDM,D,60,6,14,20,3,42,3.5,4,1,1,1,12,2,0,126,4.8,1336,22:16,139,122,0,0,,nurseda01
369,Shane Pinto,23,OTT,C,19,6,10,16,7,2,1.8,4,2,0,1,10,0,0,62,9.7,336,17:40,20,20,118,113,51.1,pintosh01
370,Martin Pospisil,24,CGY,C,45,6,9,15,8,72,1.4,6,0,0,0,9,0,0,76,7.9,544,12:06,19,166,14,18,43.8,pospima01
371,Alexander Romanov,24,NYI,D,60,6,9,15,17,14,4.1,6,0,0,0,9,0,0,91,6.6,1299,21:39,130,111,0,0,,romanal01
372,Justin Schultz,33,SEA,D,52,6,13,19,-11,22,2.6,6,0,0,2,8,5,0,74,8.1,831,15:59,54,18,0,0,,schulju01
373,Damon Severson,29,CBJ,D,47,6,13,19,-8,41,2.4,6,0,0,0,8,3,2,57,10.5,975,20:45,61,30,0,0,,severda01
374,Jakob Silfverberg,33,ANA,LW,61,6,10,16,4,10,1.1,5,1,0,1,7,3,0,84,7.1,769,12:37,25,13,13,14,48.1,silfvja01
375,Oskar Sundqvist,29,STL,C,62,6,15,21,-5,30,1.3,2,3,1,0,11,2,2,63,9.5,836,13:29,46,76,214,307,41.1,sundqos01
376,Sean Walker,29,PHI,D,63,6,16,22,9,34,4.9,4,0,2,1,14,1,1,109,5.5,1235,19:36,98,86,0,0,,walkese01
377,Justin Bailey,28,SJS,RW,40,5,7,12,-6,6,0.8,5,0,0,0,6,1,0,50,10.0,446,11:09,21,51,6,9,40.0,baileju01
378,Nathan Bastian,26,NJD,RW,54,5,7,12,-10,32,0.4,5,0,0,1,7,0,0,57,8.8,549,10:10,27,143,14,13,51.9,bastina01
379,John Beecher,22,BOS,C,39,5,2,7,-6,15,0.2,5,0,0,1,2,0,0,27,18.5,403,10:20,25,89,208,178,53.9,beechjo01
380,Colin Blackwell,30,CHI,C,33,5,3,8,-3,8,0.6,4,1,0,1,3,0,0,74,6.8,488,14:48,16,38,22,32,40.7,blackco01
381,Teddy Blueger,29,VAN,C,50,5,18,23,7,23,1.5,4,0,1,0,17,0,1,75,6.7,761,15:14,33,71,337,303,52.7,bluegte01
382,John Carlson,34,WSH,D,60,5,30,35,-5,38,5.5,3,2,0,2,19,11,0,120,4.2,1551,25:51,140,44,0,0,,carlsjo01
383,William Carrier,29,VEG,LW,33,5,2,7,2,16,0.6,5,0,0,0,2,0,0,55,9.1,372,11:16,12,71,4,7,36.4,carriwi01
384,Jalen Chatfield,27,CAR,D,52,5,10,15,1,14,2.9,5,0,0,1,10,0,0,65,7.7,774,14:53,47,44,0,0,,chatfja01
385,Nick Cousins,30,FLA,C,51,5,5,10,-6,37,0.2,5,0,0,2,5,0,0,90,5.6,651,12:46,26,95,8,13,38.1,cousini01
386,Jake Evans,27,MTL,C,62,5,16,21,-2,18,0.9,5,0,0,1,16,0,0,67,7.5,978,15:46,47,65,415,388,51.7,evansja02
387,Sam Gagner,34,EDM,C,27,5,5,10,0,10,1.0,5,0,0,2,4,1,0,48,10.4,276,10:14,14,17,14,9,60.9,gagnesa01
388,Julien Gauthier,26,NYI,RW,27,5,4,9,-5,8,0.7,5,0,0,1,4,0,0,32,15.6,275,10:10,17,63,3,5,37.5,gauthju01
389,Cody Glass,24,NSH,C,35,5,5,10,-11,20,0.2,5,0,0,1,4,1,0,71,7.0,476,13:37,18,28,90,106,45.9,glassco01
390,Noah Gregor,25,TOR,C,54,5,6,11,-8,15,0.1,3,1,1,1,6,0,0,98,5.1,616,11:25,20,123,14,10,58.3,gregono01
391,Erik Gustafsson,31,NYR,D,61,5,21,26,2,29,4.2,5,0,0,0,13,8,0,79,6.3,1038,17:01,54,47,0,0,,gustaer02
392,Dougie Hamilton,30,NJD,D,20,5,11,16,-8,20,1.8,1,4,0,0,7,4,0,61,8.2,420,20:59,24,18,0,0,,hamildo01
393,Brett Howden,25,VEG,C,54,5,8,13,-9,29,0.2,3,0,2,0,8,0,0,56,8.9,713,13:12,38,63,135,158,46.1,howdebr01
394,Filip Hronek,26,VAN,D,64,5,40,45,32,36,7.8,3,2,0,0,32,8,0,123,4.1,1521,23:46,65,69,0,0,,hronefi01
395,Max Jones,25,ANA,LW,46,5,8,13,-6,29,0.6,5,0,0,0,7,1,0,66,7.6,548,11:54,11,117,4,9,30.8,jonesma03
396,David Kämpf,29,TOR,C,58,5,6,11,-5,14,0.0,5,0,0,1,6,0,0,58,8.6,761,13:08,19,65,332,314,51.4,kampfda01
397,Boris Katchouk,25,CHI,LW,38,5,4,9,-2,12,0.8,4,0,1,0,4,0,0,52,9.6,473,12:27,13,51,15,18,45.5,katchbo01
398,Michael Kesselring,24,ARI,D,45,5,9,14,1,45,2.5,5,0,0,2,9,0,0,48,10.4,658,14:37,32,71,0,0,,kessemi01
399,Keegan Kolesar,26,VEG,RW,59,5,6,11,-4,38,0.3,5,0,0,1,5,0,1,54,9.3,642,10:53,31,201,5,7,41.7,koleske01
400,Hendrix Lapierre,21,WSH,C,29,5,7,12,-1,4,1.2,5,0,0,1,7,0,0,26,19.2,290,9:59,16,9,56,73,43.4,lapiehe01
401,Esa Lindell,29,DAL,D,64,5,16,21,12,10,4.0,5,0,0,0,15,0,1,89,5.6,1309,20:27,126,64,0,0,,lindees01
402,Blake Lizotte,26,LAK,C,41,5,4,9,3,8,0.8,3,0,2,2,3,0,1,49,10.2,448,10:56,16,38,120,128,48.4,lizotbl01
403,Ryan Lomberg,29,FLA,LW,63,5,2,7,2,68,0.3,4,1,0,2,2,0,0,63,7.9,604,9:35,13,150,4,12,25.0,lombery01
404,Victor Olofsson,28,BUF,RW,36,5,8,13,3,4,1.2,5,0,0,0,6,2,0,47,10.6,427,11:52,9,15,0,2,0.0,olofsvi01
405,Tanner Pearson,31,MTL,LW,43,5,6,11,-11,21,0.2,4,1,0,1,5,1,0,67,7.5,569,13:13,33,44,5,16,23.8,pearsta01
406,Matthew Poitras,19,BOS,C,33,5,10,15,4,6,1.3,5,0,0,1,9,1,0,40,12.5,442,13:24,15,17,111,143,43.7,poitrma01
407,Aliaksei Protas,23,WSH,C,59,5,21,26,-3,6,1.7,5,0,0,1,20,0,1,85,5.9,786,13:19,33,23,37,60,38.1,protaal01
408,Ivan Provorov,27,CBJ,D,62,5,22,27,-13,18,3.0,5,0,0,0,15,7,0,84,6.0,1381,22:17,114,47,0,0,,provoiv01
409,Jack Quinn,22,BUF,RW,17,5,7,12,1,6,1.3,5,0,0,0,5,2,0,37,13.5,272,15:58,7,20,3,5,37.5,quinnja01
410,Taylor Raddysh,25,CHI,RW,58,5,6,11,-14,16,0.0,3,1,1,0,5,1,0,103,4.9,949,16:22,24,64,13,28,31.7,raddyta01
411,Jack Roslovic,27,CBJ,C,39,5,17,22,-9,14,1.2,4,0,1,2,14,3,0,81,6.2,642,16:28,19,22,44,61,41.9,rosloja01
412,Derek Ryan,37,EDM,C,59,5,6,11,-2,6,0.4,3,0,2,0,5,0,1,41,12.2,603,10:14,23,40,185,150,55.2,ryande01
413,David Savard,33,MTL,D,40,5,10,15,-5,16,2.2,5,0,0,0,10,0,0,40,12.5,822,20:33,109,51,0,0,,savarda01
414,Kevin Shattenkirk,35,BOS,D,51,5,12,17,-2,14,2.6,3,2,0,0,6,6,0,67,7.5,800,15:42,70,44,0,0,,shattke01
415,Logan Stankoven,20,DAL,C,6,5,3,8,5,0,1.3,4,1,0,0,2,1,0,19,26.3,93,15:29,3,7,5,3,62.5,stanklo01
416,Nico Sturm,28,SJS,C,42,5,6,11,-11,12,0.3,4,0,1,0,6,0,0,41,12.2,617,14:41,26,51,337,223,60.2,sturmni01
417,Brandon Tanev,32,SEA,LW,46,5,5,10,5,36,0.7,5,0,0,0,5,0,0,45,11.1,673,14:38,49,96,8,12,40.0,tanevbr01
418,Marc-Édouard Vlasic,36,SJS,D,36,5,3,8,-12,18,1.2,5,0,0,1,3,0,0,46,10.9,586,16:17,68,29,0,0,,vlasima01
419,Nathan Walker,29,STL,C,26,5,3,8,-1,6,0.8,5,0,0,0,3,0,0,25,20.0,292,11:14,20,56,7,8,46.7,walkena01
420,Yegor Zamula,23,PHI,D,51,5,12,17,8,26,3.7,3,2,0,1,6,5,1,46,10.9,780,15:17,57,23,0,0,,zamulye01
421,Jake Bean,25,CBJ,D,59,4,8,12,-6,26,1.7,4,0,0,0,8,0,0,68,5.9,963,16:19,88,22,0,0,,beanja01
422,Anthony Beauvillier,26,TOT,LW,45,4,10,14,-2,6,0.7,3,1,0,0,8,2,0,73,5.5,631,14:01,26,36,39,33,54.2,beauvan01
423,Pierre-Édouard Bellemare,38,SEA,LW,30,4,1,5,3,6,0.6,3,0,1,0,1,0,0,26,15.4,288,9:35,18,14,130,115,53.1,bellepi01
424,Jacob Bernard-Docker,23,OTT,D,51,4,8,12,1,21,2.0,4,0,0,0,8,0,0,40,10.0,798,15:39,108,41,0,0,,bernaja01
425,Jesper Boqvist,25,BOS,C,29,4,6,10,9,6,1.1,4,0,0,0,6,0,0,35,11.4,312,10:45,10,38,36,51,41.4,boqvije01
426,Jonny Brodzinski,30,NYR,C,43,4,11,15,1,8,1.1,3,1,0,1,10,1,0,69,5.8,491,11:25,20,23,133,134,49.8,brodzjo01
427,Ryan Carpenter,33,SJS,C,44,4,7,11,-5,6,0.6,4,0,0,0,7,0,0,42,9.5,501,11:23,24,35,186,206,47.4,carpery01
428,Alexandre Carrier,27,NSH,D,58,4,15,19,7,34,3.5,3,0,1,2,14,1,0,55,7.3,1071,18:28,114,52,0,0,,carrial01
429,Ben Chiarot,32,DET,D,57,4,11,15,-1,46,2.5,4,0,0,1,11,0,0,78,5.1,1112,19:31,126,120,0,0,,chiarbe01
430,Cal Clutterbuck,36,NYI,RW,61,4,11,15,3,28,0.7,4,0,0,0,11,0,0,37,10.8,746,12:14,44,209,13,16,44.8,cluttca01
431,Brandon Duhaime,26,MIN,RW,62,4,4,8,-7,66,-0.2,3,0,1,0,4,0,0,68,5.9,662,10:41,29,155,3,6,33.3,duhaibr01
432,Mathew Dumba,29,ARI,D,58,4,6,10,-13,55,1.4,4,0,0,0,6,0,0,61,6.6,1164,20:04,84,150,0,1,0.0,dumbama01
433,Brian Dumoulin,32,SEA,D,60,4,8,12,3,16,2.9,4,0,0,1,8,0,0,51,7.8,983,16:23,62,59,0,0,,dumoubr01
434,Aaron Ekblad,27,FLA,D,45,4,12,16,25,44,4.9,3,1,0,1,9,3,0,94,4.3,966,21:28,55,72,0,0,,ekblaaa01
435,Mattias Ekholm,33,EDM,D,59,4,22,26,25,35,5.5,1,2,1,1,21,1,0,119,3.4,1233,20:54,70,110,0,0,,ekholma01
436,Brock Faber,21,MIN,D,62,4,30,34,0,22,4.8,2,2,0,1,22,8,0,95,4.2,1557,25:07,119,51,0,0,,faberbr01
437,Radek Faksa,30,DAL,C,56,4,8,12,-1,16,0.2,2,0,2,0,6,0,2,49,8.2,702,12:33,36,68,210,176,54.4,faksara01
438,Cam Fowler,32,ANA,D,61,4,25,29,-29,16,2.5,2,2,0,0,13,12,0,83,4.8,1500,24:36,86,35,0,0,,fowleca01
439,Frédérick Gaudreau,30,MIN,C,49,4,8,12,-17,8,-0.2,2,2,0,1,4,4,0,73,5.5,681,13:54,35,18,209,199,51.2,gaudrfr01
440,Vladislav Gavrikov,28,LAK,D,56,4,12,16,2,16,3.5,4,0,0,0,11,0,1,84,4.8,1157,20:40,76,47,0,0,,gavrivl01
441,Erik Gudbranson,32,CBJ,D,58,4,14,18,-7,59,2.3,4,0,0,1,13,0,1,63,6.3,1120,19:18,130,68,0,0,,gudbrer01
442,Kaiden Guhle,22,MTL,D,58,4,11,15,-11,48,1.9,4,0,0,1,11,0,0,78,5.1,1220,21:02,153,95,0,0,,guhleka01
443,Cole Guttman,24,CHI,C,27,4,4,8,-17,7,0.2,2,2,0,0,3,1,0,50,8.0,341,12:37,14,11,60,60,50.0,guttmco01
444,Mattias Janmark,31,EDM,C,49,4,6,10,-3,41,0.2,4,0,0,0,6,0,0,53,7.5,595,12:09,17,42,23,35,39.7,janmama02
445,Kasperi Kapanen,27,STL,RW,54,4,12,16,-7,8,0.6,3,0,1,1,11,0,1,79,5.1,794,14:43,24,44,12,22,35.3,kapanka01
446,Adam Larsson,31,SEA,D,62,4,14,18,13,36,4.8,4,0,0,1,13,0,1,95,4.2,1437,23:11,126,131,0,0,,larssad01
447,Mason Lohrei,23,BOS,D,35,4,7,11,-2,16,1.7,3,1,0,1,6,1,0,39,10.3,594,16:58,59,29,0,0,,lohrema01
448,Isac Lundeström,24,ANA,C,26,4,2,6,3,0,0.5,4,0,0,0,2,0,0,22,18.2,358,13:47,12,29,66,73,47.5,lundeis01
449,Olli Määttä,29,DET,D,54,4,12,16,18,12,3.8,4,0,0,0,12,0,0,38,10.5,870,16:07,75,41,0,0,,maattol01
450,John Marino,26,NJD,D,61,4,16,20,-12,18,2.4,4,0,0,1,16,0,0,52,7.7,1285,21:04,73,29,0,0,,marinjo01
451,Pat Maroon,35,MIN,LW,49,4,12,16,-11,60,0.5,4,0,0,0,11,1,0,54,7.4,626,12:46,16,71,12,20,37.5,maroopa01
452,Alec Martinez,36,VEG,D,45,4,12,16,2,6,2.9,4,0,0,0,9,3,0,67,6.0,886,19:41,152,25,0,0,,martial01
453,Colin Miller,31,NJD,D,41,4,4,8,10,24,2.4,4,0,0,0,4,0,0,65,6.2,653,15:55,33,79,0,0,,milleco02
454,J.J. Moser,23,ARI,D,60,4,20,24,6,23,4.3,4,0,0,0,16,2,2,61,6.6,1248,20:48,85,77,0,0,,moserja01
455,Tyler Myers,33,VAN,D,62,4,19,23,12,63,3.9,3,0,1,0,19,0,0,67,6.0,1175,18:57,114,86,0,0,,myersty01
456,Alexander Nylander,25,TOT,LW,11,4,2,6,1,0,0.7,3,1,0,1,2,0,0,28,14.3,162,14:45,6,3,3,0,100.0,nylanal01
457,Zach Parise,39,COL,LW,15,4,3,7,1,2,0.7,4,0,0,1,2,1,0,30,13.3,214,14:15,13,11,9,14,39.1,parisza01
458,Alex Pietrangelo,34,VEG,D,57,4,25,29,-5,20,4.0,4,0,0,2,16,8,1,130,3.1,1355,23:47,138,43,0,0,,pietral01
459,Neal Pionk,28,WPG,D,61,4,18,22,11,47,4.3,3,1,0,0,13,5,0,116,3.4,1266,20:45,78,165,0,0,,pionkne01
460,Owen Power,21,BUF,D,57,4,19,23,2,10,4.1,4,0,0,1,14,4,1,78,5.1,1291,22:39,85,38,0,0,,powerow01
461,Ryan Pulock,29,NYI,D,37,4,7,11,-2,12,1.8,2,2,0,1,7,0,0,58,6.9,827,22:21,99,72,0,0,,pulocry01
462,Darren Raddysh,27,TBL,D,63,4,17,21,-11,13,2.8,4,0,0,2,14,3,0,73,5.5,1203,19:06,72,55,0,0,,raddyda01
463,Mike Reilly,30,TOT,D,40,4,11,15,-7,20,1.7,3,0,1,1,8,3,0,84,4.8,655,16:22,38,39,0,0,,reillmi01
464,Jaccob Slavin,29,CAR,D,61,4,19,23,14,6,5.1,2,0,2,0,18,0,1,111,3.6,1286,21:05,93,40,0,0,,slavija01
465,Shea Theodore,28,VEG,D,27,4,24,28,2,0,3.8,2,2,0,1,14,10,0,64,6.3,617,22:51,43,4,0,0,,theodsh01
466,Zach Werenski,26,CBJ,D,50,4,34,38,6,18,5.3,4,0,0,0,28,6,0,132,3.0,1214,24:17,97,15,0,0,,werenza01
467,Trevor Zegras,22,ANA,C,20,4,3,7,-5,24,0.3,3,1,0,1,3,0,0,49,8.2,347,17:20,13,8,37,55,40.2,zegratr01
468,Radim Zohorna,27,PIT,F,31,4,3,7,0,16,0.6,4,0,0,1,3,0,0,38,10.5,312,10:04,5,42,4,5,44.4,zohorra01
469,Noel Acciari,32,PIT,C,45,3,2,5,-3,8,-0.3,3,0,0,1,2,0,0,51,5.9,584,12:59,72,101,254,220,53.6,acciano01
470,Alexander Barabanov,29,SJS,F,38,3,7,10,-23,8,-0.4,3,0,0,0,6,1,0,53,5.7,612,16:06,13,26,0,1,0.0,barabal01
471,Erik Brännström,24,OTT,D,54,3,10,13,2,30,2.1,3,0,0,0,9,0,1,50,6.0,855,15:50,74,24,0,0,,branner01
472,Brandon Carlo,27,BOS,D,59,3,10,13,19,36,3.8,3,0,0,1,10,0,0,62,4.8,1193,20:13,106,114,0,0,,carlobr01
473,Noah Cates,24,PHI,LW,41,3,9,12,-4,0,0.5,3,0,0,1,7,0,2,53,5.7,568,13:51,23,26,120,157,43.3,catesno01
474,Mitchell Chaffee,26,TBL,F,16,3,1,4,0,4,0.4,3,0,0,0,1,0,0,15,20.0,181,11:18,10,46,0,1,0.0,chaffmi01
475,Calvin de Haan,32,TBL,D,52,3,5,8,-9,20,1.3,3,0,0,0,5,0,0,51,5.9,860,16:32,71,80,0,0,,dehaaca01
476,Tony DeAngelo,28,CAR,D,27,3,7,10,-7,24,1.2,1,2,0,0,3,4,0,41,7.3,386,14:17,14,4,0,0,,deangan01
477,Phillip Di Giuseppe,30,VAN,LW,44,3,5,8,1,34,0.1,3,0,0,0,5,0,0,46,6.5,532,12:06,21,79,5,11,31.3,digiuph01
478,Jamie Drysdale,21,TOT,D,27,3,6,9,-11,8,1.0,2,1,0,0,4,1,1,42,7.1,532,19:43,32,20,0,0,,drysdja01
479,Dillon Dubé,25,CGY,C,43,3,4,7,-13,8,-0.3,2,1,0,0,4,0,0,42,7.1,480,11:10,18,35,26,23,53.1,dubedi01
480,Christian Dvorak,27,MTL,C,25,3,4,7,-5,4,0.1,2,1,0,0,4,0,0,32,9.4,399,15:56,15,13,169,113,59.9,dvorach01
481,Mackenzie Entwistle,24,CHI,RW,53,3,3,6,-28,28,-0.8,3,0,0,1,3,0,0,54,5.6,601,11:20,28,106,140,176,44.3,entwima01
482,Hudson Fasching,28,NYI,RW,35,3,5,8,-8,6,0.1,3,0,0,0,5,0,0,30,10.0,416,11:54,21,37,1,1,50.0,faschhu01
483,Samuel Girard,25,COL,D,43,3,13,16,2,6,2.3,3,0,0,0,12,1,0,57,5.3,839,19:31,78,55,0,0,,girarsa01
484,Ryan Graves,28,PIT,D,60,3,10,13,12,26,3.6,3,0,0,1,10,0,0,68,4.4,1121,18:41,119,61,0,0,,gravery01
485,Barrett Hayton,23,ARI,C,30,3,4,7,-12,26,-0.3,2,1,0,0,4,0,0,59,5.1,511,17:02,15,15,188,189,49.9,haytoba01
486,Dylan Holloway,22,EDM,C,32,3,1,4,-3,29,-0.1,3,0,0,0,1,0,0,42,7.1,354,11:03,11,66,26,20,56.5,hollody01
487,Pontus Holmberg,24,TOR,RW,35,3,8,11,5,14,0.8,3,0,0,0,8,0,0,35,8.6,387,11:03,26,25,49,45,52.1,holmbpo01
488,Erik Johnson,35,BUF,D,50,3,0,3,-5,24,0.9,3,0,0,1,0,0,0,40,7.5,690,13:48,68,93,0,0,,johnser01
489,Jack Johnson,37,COL,D,62,3,11,14,16,36,3.1,3,0,0,0,11,0,0,58,5.2,922,14:53,78,61,0,0,,johnsja02
490,Henri Jokiharju,24,BUF,D,55,3,11,14,13,18,3.6,3,0,0,1,10,0,1,67,4.5,1036,18:50,78,70,0,0,,jokihhe01
491,Seth Jones,29,CHI,D,48,3,17,20,-19,28,3.1,2,1,0,1,14,3,0,121,2.5,1237,25:47,104,47,0,0,,jonesse01
492,Mark Kastelic,24,OTT,C,43,3,1,4,-6,47,-0.1,3,0,0,0,1,0,0,38,7.9,309,7:11,19,82,126,102,55.3,kastema01
493,Joel Kiviranta,27,COL,F,49,3,6,9,0,10,0.3,3,0,0,0,6,0,0,46,6.5,489,9:59,28,68,2,4,33.3,kivirjo01
494,Kevin Korchinski,19,CHI,D,57,3,8,11,-27,16,1.4,3,0,0,1,2,6,0,73,4.1,1121,19:40,62,16,0,0,,korchke01
495,Klim Kostin,24,DET,C,33,3,1,4,-2,38,0.1,3,0,0,0,1,0,0,22,13.6,287,8:43,5,60,4,2,66.7,kostikl01
496,Peyton Krebs,23,BUF,C,61,3,9,12,4,57,0.4,3,0,0,2,9,0,0,60,5.0,767,12:35,21,62,216,236,47.8,krebspe01
497,Torey Krug,32,STL,D,62,3,29,32,-26,28,3.0,3,0,0,1,18,11,0,130,2.3,1367,22:03,82,50,0,0,,krugto01
498,Brett Kulak,30,EDM,D,60,3,9,12,7,22,2.5,3,0,0,1,9,0,0,65,4.6,898,14:58,54,54,0,0,,kulakbr01
499,Nick Leddy,32,STL,D,62,3,18,21,12,8,4.8,2,0,1,0,16,1,1,60,5.0,1378,22:14,95,38,0,0,,leddyni01
500,Vinni Lettieri,28,MIN,C,32,3,4,7,-7,10,0.2,3,0,0,0,4,0,0,37,8.1,317,9:55,18,39,30,26,53.6,lettivi01
501,Gustav Lindström,25,TOT,D,28,3,4,7,11,12,2.1,3,0,0,0,4,0,0,20,15.0,423,15:06,39,26,0,0,,lindsgu01
502,Sam Malinski,25,COL,D,23,3,7,10,3,6,1.6,2,1,0,1,6,1,0,31,9.7,327,14:14,22,14,0,0,,malinsa01
503,Ryan McDonagh,34,NSH,D,56,3,19,22,10,16,4.0,3,0,0,1,15,4,0,71,4.2,1213,21:40,103,30,0,0,,mcdonry01
504,Dakota Mermis,30,MIN,D,42,3,5,8,-2,31,1.4,3,0,0,0,5,0,0,38,7.9,590,14:03,55,35,0,0,,mermida01
505,Jonathon Merrill,31,MIN,D,45,3,4,7,1,28,1.5,3,0,0,0,4,0,0,26,11.5,580,12:53,34,27,0,0,,merrijo01
506,Niko Mikkola,27,FLA,D,63,3,10,13,10,40,3.7,3,0,0,0,9,0,1,77,3.9,1249,19:50,100,144,0,0,,mikkoni01
507,Pavel Mintyukov,20,ANA,D,51,3,21,24,-13,20,2.6,3,0,0,0,13,7,1,70,4.3,939,18:24,53,70,0,0,,mintypa01
508,Mason Morelli,27,VEG,F,8,3,1,4,-2,0,0.5,2,1,0,0,1,0,0,9,33.3,89,11:04,6,21,2,4,33.3,morelma01
509,Liam OBrien,29,ARI,C,55,3,6,9,0,123,0.3,3,0,0,0,6,0,0,44,6.8,537,9:46,24,156,6,15,28.6,obrieli01
510,Fredrik Olofsson,27,COL,LW,55,3,6,9,-3,8,0.0,3,0,0,1,6,0,0,44,6.8,543,9:53,28,42,152,238,39.0,olofsfr01
511,Dmitry Orlov,32,CAR,D,61,3,15,18,-4,34,2.9,2,0,1,1,12,3,0,89,3.4,1036,16:59,43,88,0,0,,orlovdm01
512,Max Pacioretty,35,WSH,LW,25,3,12,15,-5,8,1.0,1,2,0,0,7,5,0,56,5.4,361,14:27,6,32,4,4,50.0,pacioma01
513,Brett Pesce,29,CAR,D,51,3,7,10,2,12,2.6,3,0,0,1,7,0,0,81,3.7,1032,20:14,90,22,0,0,,pescebr01
514,Marcus Pettersson,27,PIT,D,60,3,21,24,20,32,5.5,3,0,0,1,21,0,0,80,3.8,1353,22:33,114,74,0,0,,pettema01
515,Michael Pezzetta,25,MTL,C,44,3,7,10,2,39,0.8,3,0,0,1,7,0,0,35,8.6,343,7:47,17,177,5,6,45.5,pezzemi01
516,Ryan Reaves,37,TOR,RW,35,3,1,4,-13,34,-0.3,3,0,0,0,1,0,0,17,17.6,280,8:01,14,114,1,0,100.0,reavery01
517,Lukas Reichel,21,CHI,LW,50,3,7,10,-28,12,-0.6,1,2,0,0,7,0,0,63,4.8,720,14:24,16,20,85,110,43.6,reichlu01
518,Eric Robinson,28,TOT,LW,35,3,7,10,0,17,0.6,3,0,0,1,7,0,0,48,6.3,402,11:30,9,71,2,1,66.7,robiner01
519,Matt Roy,28,LAK,D,60,3,15,18,12,28,4.4,3,0,0,0,12,1,2,109,2.8,1261,21:01,138,120,0,0,,royma04
520,Jan Rutta,33,SJS,D,55,3,12,15,-11,36,2.4,3,0,0,1,10,0,2,54,5.6,1076,19:34,89,58,0,0,,ruttaja02
521,Adam Ružicka,24,TOT,C,42,3,6,9,-9,12,0.1,3,0,0,1,2,4,0,35,8.6,421,10:02,16,11,86,97,47.0,ruzicad01
522,Rasmus Sandin,23,WSH,D,52,3,17,20,-9,14,3.0,3,0,0,1,12,5,0,66,4.5,1109,21:19,85,57,0,0,,sandira01
523,Braden Schneider,22,NYR,D,62,3,12,15,-2,12,2.6,3,0,0,1,12,0,0,60,5.0,929,14:59,93,119,0,0,,schnebr01
524,Brendan Smith,34,NJD,D,43,3,6,9,-1,49,1.6,3,0,0,0,6,0,0,42,7.1,619,14:24,57,82,0,0,,smithbr05
